Genero,Palabra,Cantidad
Merengue,OBSESIONADO,1
Merengue,QUIERES,1
Merengue,HAS,1
Merengue,DEMOSTRADO,1
Merengue,NUESTRO,1
Merengue,DIOSITO,1
Merengue,TUS,1
Merengue,MANOS,1
Merengue,PONGO,1
Merengue,FUE,6
Merengue,NIEGO,3
Merengue,CREER,3
Merengue,VIAJAS,3
Merengue,ALGúN,3
Merengue,VES,7
Merengue,CUéNTAMELO,6
Merengue,DIME,1
Merengue,LLEVA,1
Merengue,PELO,1
Merengue,OLOR,1
Merengue,QUISE,1
Merengue,AúN,4
Merengue,DUEñO,1
Merengue,GRAN,1
Merengue,PROMéTEME,3
Merengue,PONDRáS,3
Merengue,PIEL,3
Merengue,PUSE,3
Merengue,DELIRIOS,6
Merengue,ABRACé,3
Merengue,MIEDO,3
Merengue,ABRAZó,3
Merengue,ESCUECE,3
Merengue,FUEGO,3
Merengue,QUEMó,3
Merengue,BRILLO,6
Merengue,EDAD,1
Merengue,PRIMER,1
Merengue,REY,1
Merengue,ARABIA,1
Merengue,BODAS,1
Merengue,DESNUDA,1
Merengue,HISTORIA,1
Merengue,MUDA,1
Merengue,DEJé,1
Merengue,ESCAPAR,1
Merengue,REí,1
Merengue,SABER,1
Merengue,LLORAR,1
Merengue,PERDIDA,1
Merengue,DILE,4
Merengue,CAMBIE,1
Merengue,DISPUESTO,2
Merengue,DAR,2
Merengue,�MIRA,1
Merengue,�OI,1
Pop,YO,46
Pop,SERé,19
Pop,EL,33
Pop,VIENTO,1
Pop,QUE,82
Pop,VA,4
Pop,NAVEGARé,1
Pop,POR,26
Pop,TU,68
Pop,OSCURIDAD,1
Pop,ROCíO,1
Pop,BESO,1
Pop,FRíO,4
Pop,ME,105
Pop,QUEMARá,1
Pop,TORMENTO,1
Pop,AMOR,13
Pop,Tú,27
Pop,LA,40
Pop,MAREA,1
Pop,ARRASTRA,1
Pop,LOS,7
Pop,DOS,4
Pop,SI,29
Pop,NO,65
Pop,DIRáS,3
Pop,AMANTE,6
Pop,BANDIDO,7
Pop,CORAZóN,12
Pop,MAL,5
Pop,HERIDO,3
Pop,CAUTIVO,4
Pop,AUMM,4
Pop,PASIóN,2
Pop,PRIVADA,2
Pop,ADORADO,2
Pop,ENEMIGO,2
Pop,HURACáN,4
Pop,ABATIDO,2
Pop,PERDERé,3
Pop,EN,44
Pop,UN,29
Pop,MOMENTO,3
Pop,CONTIGO,6
Pop,SIEMPRE,14
Pop,HOMBRE,1
Pop,TI,21
Pop,RENUNCIARé,1
Pop,SER,22
Pop,LO,23
Pop,FUI,1
Pop,SIN,13
Pop,MISTERIO,3
Pop,HéROE,7
Pop,DE,43
Pop,MUERE,1
Pop,RENDIDO,1
Pop,OASIS,1
Pop,PROHIBIDO,2
Pop,CONCEBIDO,1
Pop,RECUERDO,3
Pop,TUS,16
Pop,BESOS,4
Pop,DISTANCIA,1
Pop,PUEDO,6
Pop,OíR,1
Pop,VOZ,1
Pop,DICIENDO,1
Pop,ESTO,7
Pop,ERA,4
Pop,ADIóS,2
Pop,SIENTO,6
Pop,QUERERTE,1
Pop,ESTáS,7
Pop,CERCA,1
Pop,Mí,9
Pop,VOY,13
Pop,AMAR,2
Pop,IDEA,1
Pop,CUANDO,14
Pop,TIEMPO,4
Pop,NOS,3
Pop,VUELVA,1
Pop,ENCONTRAR,1
Pop,ESPERES,1
Pop,NADA,10
Pop,BUSCA,1
Pop,VER,1
Pop,QUé,32
Pop,PASA,1
Pop,ESTéS,13
Pop,DONDE,6
Pop,YA,18
Pop,PROMETER,3
Pop,NI,5
Pop,TAL,5
Pop,VEZ,20
Pop,VIDA,16
Pop,SIGUE,3
Pop,ANDANDO,3
Pop,TAMBIéN,3
Pop,DESENREDA,3
Pop,TODO,9
Pop,ESTá,9
Pop,AL,14
Pop,REVéS,3
Pop,PORQUE,5
Pop,DESTINO,3
Pop,SOLO,26
Pop,ESCUCHA,3
Pop,UNA,12
Pop,OLVIDO,1
Pop,SE,20
Pop,LLEVó,1
Pop,TAN,17
Pop,LEJOS,1
Pop,NUESTRO,3
Pop,KILóMETRO,2
Pop,QUEDA,8
Pop,HUELLA,1
Pop,HAY,4
Pop,VUELTA,1
Pop,CALLE,4
Pop,HOY,4
Pop,MáS,7
Pop,NUNCA,1
Pop,Sé,8
Pop,QUIEN,6
Pop,SOY,2
Pop,ALGO,2
Pop,ENTRE,4
Pop,MEMORIA,1
Pop,VIVE,1
Pop,NUESTRA,2
Pop,HISTORIA,1
Pop,LUGAR,1
Pop,AYER,1
Pop,ES,25
Pop,DEJA,2
Pop,PENSAR,2
Pop,HABRá,1
Pop,OTRA,14
Pop,INTENTES,1
Pop,OHH,4
Pop,OH,14
Pop,YEEH,1
Pop,YEI,12
Pop,YEE,5
Pop,OUH,6
Pop,EH,8
Pop,MORENA,6
Pop,MíA,11
Pop,CONTARTE,1
Pop,HASTA,1
Pop,DIEZ,2
Pop,UNO,1
Pop,SOL,2
Pop,TE,36
Pop,ALUMBRA,1
Pop,PIERNAS,1
Pop,MANDAN,1
Pop,SOMOS,1
Pop,TRES,2
Pop,CAMA,2
Pop,CUARTO,1
Pop,VIENE,3
Pop,DESPUéS,2
Pop,CINCO,1
Pop,CONTINENTES,1
Pop,SEIS,1
Pop,LAS,10
Pop,MEDIAS,1
Pop,FAENAS,1
Pop,MIS,21
Pop,MEDIOS,1
Pop,CALIENTES,1
Pop,SIGO,2
Pop,CONTANDO,1
Pop,AHORITA,1
Pop,BIEN,51
Pop,AH,34
Pop,SIETE,1
Pop,SON,4
Pop,PECADOS,1
Pop,COMETIDOS,1
Pop,SUMAN,1
Pop,OCHO,1
Pop,CONMIGO,1
Pop,NUEVE,1
Pop,COBRO,1
Pop,HE,1
Pop,SENTIDO,2
Pop,MI,15
Pop,PARTE,2
Pop,SOBRA,1
Pop,ARTE,2
Pop,DAS,2
Pop,DáMELO,3
Pop,POCO,8
Pop,AQUí,5
Pop,QUIéN,7
Pop,PERO,4
Pop,BOCA,4
Pop,TOCA,4
Pop,PONE,4
Pop,PROVOCA,4
Pop,MUERDE,4
Pop,DESTROZA,4
Pop,TODA,4
Pop,POCA,4
Pop,MUéVETE,4
Pop,NADIE,6
Pop,COMO,14
Pop,SABE,6
Pop,HACER,9
Pop,CAFé,6
Pop,GATA,2
Pop,AY,2
Pop,MATA,4
Pop,REMATA,2
Pop,VAMOS,2
Pop,PA,2
Pop,INFIERNO,2
Pop,PON,2
Pop,SEA,3
Pop,ETERNO,2
Pop,SUAVE,2
Pop,UH,9
Pop,FELICIDAD,2
Pop,BAJE,1
Pop,DIOS,1
Pop,VEA,1
Pop,AUNQUE,3
Pop,CREA,1
Pop,GLORIA,2
Pop,PONGO,1
Pop,DALO,1
Pop,ASí,1
Pop,ENTRASTE,1
Pop,RAYO,1
Pop,LUZ,2
Pop,AIRE,3
Pop,ENCANTADOR,1
Pop,LIBERASTE,1
Pop,CON,23
Pop,HECHIZO,1
Pop,RECLUSO,1
Pop,DULZURA,1
Pop,CORRIó,1
Pop,VENAS,1
Pop,CREí,1
Pop,INTENCIóN,1
Pop,PENSé,1
Pop,FUESE,1
Pop,ENGAñO,1
Pop,MENTIRA,1
Pop,VERSO,2
Pop,HANNA,1
Pop,NICOLE,1
Pop,ASHLEY,1
Pop,GRACE,1
Pop,DICES,3
Pop,LLAMANDO,1
Pop,VAS,12
Pop,MUY,2
Pop,HARáS,1
Pop,SUS,1
Pop,BRAZOS,4
Pop,DIME,8
Pop,HAGO,19
Pop,LABIOS,6
Pop,RUEGAN,3
Pop,MANOS,3
Pop,SUPLICAN,3
Pop,REGRESO,3
Pop,NOCHES,4
Pop,DíAS,3
Pop,ESENCIA,3
Pop,AFERRA,3
Pop,HABLAMOS,1
Pop,PUEDES,1
Pop,ABRAZO,2
Pop,ESCONDER,1
Pop,HARíA,1
Pop,PARA,14
Pop,TENERTE,2
Pop,LADO,4
Pop,AMANECER,1
Pop,AMIGOS,2
Pop,DICEN,1
Pop,OLVIDE,1
Pop,ANTES,6
Pop,IGUAL,1
Pop,TENíA,1
Pop,SABíA,1
Pop,SOFá,1
Pop,TRATA,1
Pop,HECHO,2
Pop,VERDAD,1
Pop,HICIMOS,1
Pop,MUCHO,1
Pop,DAñO,1
Pop,BUSCO,1
Pop,CULPAR,1
Pop,PRESIENTO,1
Pop,MARCHA,2
Pop,ATRáS,2
Pop,ESTA,2
Pop,ECHEMOS,3
Pop,MALETAS,3
Pop,BAJEMOS,3
Pop,TELóN,3
Pop,SERIO,3
Pop,PERRO,3
Pop,VES,4
Pop,LLORAR,1
Pop,SóLO,1
Pop,ORGULLO,1
Pop,CUESTA,1
Pop,IMAGINAR,1
Pop,ESTARáS,1
Pop,TERMINO,1
Pop,EMPACAR,1
Pop,SINTIENDO,1
Pop,SALIDA,1
Pop,DEJO,1
Pop,TOSTADOR,1
Pop,CEDéS,1
Pop,QUIERES,1
Pop,LLéVATE,1
Pop,PICASSO,1
Pop,CABO,1
Pop,IMITACIóN,1
Pop,RESTOS,1
Pop,ESTE,4
Pop,CONVERTIRNOS,1
Pop,EXTRAñOS,1
Pop,CORDIALES,1
Pop,REMEDIO,1
Pop,ESTABAS,1
Pop,JUNTO,1
Pop,CELESTIAL,1
Pop,PODíA,1
Pop,PEDIR,1
Pop,ENCONTRé,1
Pop,AVISO,2
Pop,PARAíSO,2
Pop,DEJó,2
Pop,AHORA,2
Pop,HACE,7
Pop,SOMBRA,2
Pop,CUMPLE,3
Pop,MES,3
Pop,FUISTE,3
Pop,QUISISTE,3
Pop,RENUNCIAR,3
Pop,QUERERME,3
Pop,CóMO,5
Pop,DUELES,14
Pop,MIENTRAS,3
Pop,PIENSO,3
Pop,PERDí,3
Pop,QUISIERA,22
Pop,EVITAR,3
Pop,HABERME,3
Pop,PERMITIDO,3
Pop,AMARTE,3
Pop,PERDERTE,2
Pop,GOLPES,1
Pop,PIEL,4
Pop,DEJAN,1
Pop,MARCA,1
Pop,VAN,7
Pop,ROMPISTE,1
Pop,ENCUENTRO,2
Pop,REPARACIóN,1
Pop,VE,1
Pop,LIBRE,1
Pop,FELIZ,1
Pop,DA,1
Pop,MISMO,1
Pop,ALGUIEN,1
Pop,CONOCí,1
Pop,EXTRAñO,3
Pop,DOLOR,1
Pop,DEJEMOS,1
Pop,IR,1
Pop,SABES,3
Pop,CUáNTO,1
Pop,DARTE,1
Pop,MUNDO,1
Pop,ENTERO,1
Pop,LUNA,4
Pop,CIELO,3
Pop,MAR,1
Pop,REGALARTE,2
Pop,ESTRELLAS,1
Pop,CAJA,1
Pop,CRISTAL,1
Pop,LLEVARTE,3
Pop,ESPACIO,6
Pop,SIDERAL,6
Pop,VOLAR,3
Pop,SUPERMAN,5
Pop,SUPERHéROE,1
Pop,PROTEGERTE,2
Pop,CONTRA,1
Pop,VíA,1
Pop,LáCTEA,1
Pop,PLATO,1
Pop,CEREAL,1
Pop,TIENES,3
Pop,DEBILITADA,2
Pop,TODAS,3
Pop,FUERZAS,3
Pop,PODERES,3
Pop,NORMAL,4
Pop,FRáGIL,4
Pop,REAL,4
Pop,ELEVAS,3
Pop,HACERTE,1
Pop,GRAN,1
Pop,POEMA,1
Pop,CRUZAR,1
Pop,PAPEL,1
Pop,TOMAR,1
Pop,NUBES,1
Pop,CREMA,1
Pop,HORNEARTE,1
Pop,SúPER,1
Pop,PASTEL,1
Pop,ENAMORADA,3
Pop,TARDE,1
Pop,ALEJA,1
Pop,GRIS,1
Pop,NOCHE,4
Pop,APARECE,1
Pop,CALLADO,1
Pop,PLAYA,1
Pop,LLORO,1
Pop,SILENCIO,1
Pop,AHOGA,1
Pop,PENA,1
Pop,VIVIR,1
Pop,OLAS,1
Pop,HABLAN,1
Pop,SENTADO,1
Pop,ARENA,1
Pop,ESCRIBO,1
Pop,NOMBRE,3
Pop,DESDE,2
Pop,AQUEL,2
Pop,NOVIEMBRE,10
Pop,SOñAMOS,2
Pop,JUNTOS,2
Pop,QUERERNOS,2
Pop,DUELE,2
Pop,HOJAS,2
Pop,CAEN,2
Pop,MORIR,2
Pop,SENTIR,3
Pop,LLUVIA,3
Pop,DICE,3
Pop,LLORANDO,3
Pop,ACABó,3
Pop,PEDIRLE,3
Pop,BRILLE,3
Pop,DECIRTE,2
Pop,QUIERO,13
Pop,VOLVER,1
Pop,ESCRITO,1
Pop,MADRUGADA,1
Pop,ESPERANDO,1
Pop,HUH,2
Pop,DESPIERTO,1
Pop,MAñANA,1
Pop,VERTE,1
Pop,PASAR,1
Pop,MENTE,2
Pop,RESTO,1
Pop,DEL,1
Pop,DíA,3
Pop,AúN,1
Pop,ERES,1
Pop,DUEñA,1
Pop,PASO,1
Pop,IMAGINANDO,1
Pop,RISA,1
Pop,ALREDEDOR,2
Pop,ACARICIA,2
Pop,CONVERSAR,3
Pop,CONOCERTE,3
Pop,DAME,9
Pop,CONVENCERTE,3
Pop,AMIGO,4
Pop,MUERO,6
Pop,SALIR,3
Pop,SEñAL,3
Pop,MIRADA,3
Pop,IMPORTA,3
Pop,ESTAR,3
Pop,PROBAR,3
Pop,ROJOS,3
Pop,LLENOS,3
Pop,Sí,3
Pop,DESVELO,1
Pop,DUERMO,1
Pop,SUEñO,1
Pop,TENER,1
Pop,CARICIAS,1
Pop,TENGO,2
Pop,CONFORMO,1
Pop,MIRARTE,1
Pop,OTRO,1
Pop,MEJOR,1
Pop,PAñUELO,1
Pop,LáGRIMAS,1
Pop,AMORES,1
Pop,PERDIDOS,1
Pop,RECARGAS,1
Pop,HOMBRO,1
Pop,LLANTO,10
Pop,CESA,1
Pop,ACARICIO,1
Pop,CRUEL,1
Pop,SENTIMIENTOS,3
Pop,CONSUELO,1
Pop,PIDES,1
Pop,MIL,1
Pop,CONSEJOS,1
Pop,PRóXIMO,1
Pop,CUIDO,1
Pop,ESE,6
Pop,DESVELES,1
Pop,DESESPERAS,2
Pop,DESPERTARAS,2
Pop,ILUSIONADA,2
Pop,VIVIERAS,2
Pop,QUEDAS,1
Pop,VIENDO,1
Pop,PREGUNTAS,1
Pop,PASANDO,1
Pop,SUPIERAS,1
Pop,ESTOY,1
Pop,MURIENDO,1
Pop,MIEDO,1
Pop,RECHACES,1
Pop,VIVAS,1
Pop,ESO,1
Pop,DESVELAS,1
Pop,MM,4
Ranchera,ME,52
Ranchera,HAN,2
Ranchera,PREGUNTADO,1
Ranchera,QUE,91
Ranchera,SI,16
Ranchera,Tú,18
Ranchera,ERES,22
Ranchera,MI,45
Ranchera,VERDADERO,2
Ranchera,AMOR,16
Ranchera,YO,24
Ranchera,LES,1
Ranchera,DIGO,3
Ranchera,ES,30
Ranchera,EL,38
Ranchera,DE,59
Ranchera,VIDA,9
Ranchera,GRACIAS,1
Ranchera,POR,17
Ranchera,QUERERME,1
Ranchera,COMO,21
Ranchera,TE,55
Ranchera,QUIERO,15
Ranchera,NO,48
Ranchera,VEO,1
Ranchera,SIN,8
Ranchera,TI,11
Ranchera,EXAGERO,1
Ranchera,LO,20
Ranchera,MEJOR,8
Ranchera,TODO,16
Ranchera,PERFECTO,2
Ranchera,PERO,24
Ranchera,SE,7
Ranchera,SOLUCIONA,2
Ranchera,CON,33
Ranchera,BESOS,8
Ranchera,IGUAL,2
Ranchera,HAGO,2
Ranchera,ENOJAR,2
Ranchera,HASTA,7
Ranchera,VECES,3
Ranchera,LLORAR,5
Ranchera,MAS,2
Ranchera,SABES,2
Ranchera,AMO,2
Ranchera,RECUERDES,2
Ranchera,ESTO,2
Ranchera,SIEMPRE,8
Ranchera,VOY,10
Ranchera,QUERER,5
Ranchera,ASEGURARé,2
Ranchera,ENAMORARTE,2
Ranchera,CADA,5
Ranchera,DíA,11
Ranchera,AUN,1
Ranchera,MIS,16
Ranchera,DEFECTOS,3
Ranchera,AúN,3
Ranchera,LOCURAS,2
Ranchera,TONTERíAS,2
Ranchera,CUIDAR,2
Ranchera,RESTO,2
Ranchera,LA,51
Ranchera,MUERTE,2
Ranchera,UN,30
Ranchera,NOS,2
Ranchera,SEPARE,2
Ranchera,SER,12
Ranchera,TUYO,6
Ranchera,MíA,4
Ranchera,CALIBRE,3
Ranchera,CHIQUITITA,3
Ranchera,CIERTO,1
Ranchera,QUé,6
Ranchera,BONITA,7
Ranchera,VE,1
Ranchera,YA,7
Ranchera,MIRó,1
Ranchera,MIRé,1
Ranchera,SONRIó,1
Ranchera,LE,3
Ranchera,GUSTé,1
Ranchera,GUSTó,1
Ranchera,ESTá,6
Ranchera,PA,6
Ranchera,Mí,10
Ranchera,VIVA,1
Ranchera,AQUí,4
Ranchera,EN,35
Ranchera,CORAZóN,11
Ranchera,HACERLA,1
Ranchera,FELIZ,3
Ranchera,CUESTIóN,2
Ranchera,QUIERA,2
Ranchera,ENTREGO,2
Ranchera,SABRé,2
Ranchera,CUIDARLA,2
Ranchera,QUERERLA,4
Ranchera,MODO,3
Ranchera,ANTIGüITA,10
Ranchera,SERENATAS,2
Ranchera,FLORES,3
Ranchera,CARTITAS,2
Ranchera,TENGO,5
Ranchera,MUCHO,4
Ranchera,TIRAR,2
Ranchera,ARRIBA,4
Ranchera,USTED,2
Ranchera,OPCIóN,2
Ranchera,PRIVILEGIO,2
Ranchera,DA,4
Ranchera,HONOR,2
Ranchera,TENERLA,2
Ranchera,PURO,3
Ranchera,PUDIERA,1
Ranchera,MENTIR,1
Ranchera,DIRíA,1
Ranchera,VA,2
Ranchera,MARCHANDO,1
Ranchera,MUY,2
Ranchera,BIEN,5
Ranchera,ASí,9
Ranchera,ESTA,1
Ranchera,CASA,1
Ranchera,SOLO,8
Ranchera,PENSAMIENTO,1
Ranchera,HABLA,1
Ranchera,TU,23
Ranchera,VOZ,1
Ranchera,ESTE,4
Ranchera,MISMO,3
Ranchera,VIENTO,1
Ranchera,HOY,6
Ranchera,VIENE,1
Ranchera,HACIA,1
Ranchera,VEZ,3
Ranchera,DUELE,2
Ranchera,PERDER,4
Ranchera,MINUTO,1
Ranchera,MáS,4
Ranchera,PODER,1
Ranchera,ENTENDER,1
Ranchera,ESTáS,2
Ranchera,ESTAS,1
Ranchera,TARDES,3
Ranchera,OSCURAS,1
Ranchera,ASUSTAN,1
Ranchera,HACE,2
Ranchera,CAMINAR,1
Ranchera,SENTIDO,1
Ranchera,CONTRARIO,1
Ranchera,EDéN,1
Ranchera,CREO,1
Ranchera,OíR,1
Ranchera,NECESITAS,1
Ranchera,ALGUNA,1
Ranchera,OTRA,6
Ranchera,SIENTO,4
Ranchera,MIRAR,1
Ranchera,HE,3
Ranchera,HECHO,1
Ranchera,UNOS,2
Ranchera,CAMBIOS,1
Ranchera,PENSANDO,1
Ranchera,GUSTARáN,1
Ranchera,IMPOSIBLE,1
Ranchera,DEJARTE,1
Ranchera,AMAR,3
Ranchera,EXISTE,2
Ranchera,FóRMULA,2
Ranchera,PARA,9
Ranchera,OLVIDARTE,2
Ranchera,MúSICA,2
Ranchera,CANCIóN,4
Ranchera,Sé,4
Ranchera,HAY,6
Ranchera,SIENTA,2
Ranchera,IMPLORA,2
Ranchera,REGRESES,2
Ranchera,QUISE,1
Ranchera,AHORA,1
Ranchera,MALDIGO,1
Ranchera,ODIO,1
Ranchera,COMPROBé,1
Ranchera,CONTIGO,6
Ranchera,VERAS,1
Ranchera,AGRADEZCO,1
Ranchera,ESTéS,1
Ranchera,CONMIGO,2
Ranchera,VALES,1
Ranchera,LLANTO,1
Ranchera,HABERTE,1
Ranchera,AMADO,1
Ranchera,TANTO,2
Ranchera,ESTOY,4
Ranchera,ARREPENTIDO,1
Ranchera,NIEGAS,2
Ranchera,HACíAN,1
Ranchera,SENTIR,1
Ranchera,BONITO,1
Ranchera,MIRARME,1
Ranchera,NI,4
Ranchera,POQUITO,1
Ranchera,NADA,2
Ranchera,DEL,4
Ranchera,MUNDO,3
Ranchera,REGRESARíAS,1
Ranchera,QUIERES,3
Ranchera,AUNQUE,1
Ranchera,CREAS,1
Ranchera,NECESITO,1
Ranchera,MALDITA,2
Ranchera,SEA,4
Ranchera,SUERTE,2
Ranchera,CONOCí,2
Ranchera,MALDITOS,2
Ranchera,SEAN,2
Ranchera,LOS,3
Ranchera,DISTE,2
Ranchera,MALDITAS,2
Ranchera,LAS,15
Ranchera,CARICIAS,3
Ranchera,ENVICIASTE,2
Ranchera,VIVIR,2
Ranchera,MALDITO,2
Ranchera,MOMENTO,2
Ranchera,AQUEL,2
Ranchera,ENCONTRé,2
Ranchera,PORQUE,11
Ranchera,IDIOTA,2
Ranchera,ENAMORé,2
Ranchera,BENDITO,2
Ranchera,ABANDONO,2
Ranchera,AL,5
Ranchera,FINAL,2
Ranchera,VAS,3
Ranchera,JURO,1
Ranchera,LáGRIMAS,1
Ranchera,SANGRE,1
Ranchera,INGRATA,1
Ranchera,IUH,1
Ranchera,ANHELO,1
Ranchera,REGALO,1
Ranchera,CAYó,1
Ranchera,CIELO,3
Ranchera,ESTAR,3
Ranchera,LADO,1
Ranchera,TUS,1
Ranchera,ENAMORADO,3
Ranchera,PUEDO,7
Ranchera,COMPARARTE,2
Ranchera,CONOCIDO,2
Ranchera,NADIE,2
Ranchera,IGUALE,2
Ranchera,TODAS,4
Ranchera,DESCRIBIRTE,2
Ranchera,PALABRAS,7
Ranchera,SOBRAN,2
Ranchera,PROTAGONISTA,3
Ranchera,NUEVA,3
Ranchera,HISTORIA,3
Ranchera,BUEN,1
Ranchera,AMANTE,3
Ranchera,ESTAMOS,3
Ranchera,SOLAS,3
Ranchera,DíAS,3
Ranchera,FELICES,3
Ranchera,PRESENTE,3
Ranchera,GASTA,3
Ranchera,SU,15
Ranchera,TIEMPO,3
Ranchera,COMPLACERME,3
Ranchera,ALGO,4
Ranchera,MOTIVO,3
Ranchera,ALEGRíAS,3
Ranchera,CUANDO,6
Ranchera,CORREN,3
Ranchera,HORAS,3
Ranchera,TIENES,3
Ranchera,ENAMORA,3
Ranchera,POCAS,4
Ranchera,BUENA,2
Ranchera,ANTES,1
Ranchera,CONOCERTE,1
Ranchera,TRISTE,1
Ranchera,ILUSIóN,3
Ranchera,ERAN,1
Ranchera,NOCHES,4
Ranchera,FRíAS,1
Ranchera,GRAN,3
Ranchera,VACíO,1
Ranchera,LLENABA,1
Ranchera,LLEGASTE,11
Ranchera,ARRANCASTE,1
Ranchera,DOLOR,1
Ranchera,MOTIVASTE,1
Ranchera,AMARTE,1
Ranchera,CARIñO,1
Ranchera,TERNURA,1
Ranchera,CAMBIó,1
Ranchera,PRIMAVERA,2
Ranchera,FRíO,2
Ranchera,INVIERNO,2
Ranchera,ENTRANDO,3
Ranchera,ALMA,2
Ranchera,DULCE,4
Ranchera,NOTA,2
Ranchera,UNA,7
Ranchera,TIERNA,2
Ranchera,TRAYENDO,2
Ranchera,SUEñO,2
Ranchera,LLENO,2
Ranchera,DESDE,3
Ranchera,ENAMORASTE,2
Ranchera,CONFESARTE,2
Ranchera,JA,1
Ranchera,DORMIR,1
Ranchera,ACUERDO,1
Ranchera,UHH,1
Ranchera,PRESUMO,9
Ranchera,NUNCA,1
Ranchera,ESCONDE,1
Ranchera,ORGULLO,1
Ranchera,HOMBRE,2
Ranchera,TESORO,1
Ranchera,JUNTO,1
Ranchera,CUALQUIER,1
Ranchera,TODA,2
Ranchera,REINA,2
Ranchera,FASCINA,2
Ranchera,SABER,2
Ranchera,DESEAS,2
Ranchera,LOCO,2
Ranchera,MENCIONO,2
Ranchera,SEPA,2
Ranchera,VERDAD,1
Ranchera,PARECES,1
Ranchera,MUñEQUITA,1
Ranchera,ANDES,2
Ranchera,QUITA,1
Ranchera,PODEROSO,1
Ranchera,NINGúN,1
Ranchera,OTRO,1
Ranchera,HUMANO,1
Ranchera,TOMO,1
Ranchera,MANO,2
Ranchera,GUSTA,3
Ranchera,TOMARTE,1
Ranchera,CINE,1
Ranchera,PRESUMIR,1
Ranchera,BELLEZA,1
Ranchera,NATURAL,1
Ranchera,TAN,1
Ranchera,POCA,1
Ranchera,PINTURA,1
Ranchera,LUCES,1
Ranchera,HERMOSURA,1
Ranchera,ELLA,1
Ranchera,PIEL,1
Ranchera,ENCANTA,5
Ranchera,PIDA,1
Ranchera,BANDA,4
Ranchera,SABOR,1
Ranchera,BUCHANAN,3
Ranchera,TRANQUILICE,1
Ranchera,FALDA,1
Ranchera,CORTITA,1
Ranchera,ESCOTE,1
Ranchera,INCITA,1
Ranchera,BESAR,1
Ranchera,BOQUITA,1
Ranchera,MANOS,3
Ranchera,DENTRO,1
Ranchera,SOSTéN,1
Ranchera,NIEGO,2
Ranchera,PINTAR,2
Ranchera,SONRISAS,2
Ranchera,ROSTRO,2
Ranchera,SON,2
Ranchera,HERMOSAS,2
Ranchera,SUSHI,2
Ranchera,TOMAR,2
Ranchera,CAFé,2
Ranchera,EXPLICO,2
Ranchera,CURSILERíA,2
Ranchera,TAMBIéN,2
Ranchera,PARRANDAS,2
Ranchera,PUES,5
Ranchera,SIGUE,2
Ranchera,ROLLO,2
Ranchera,CAMARADAS,4
Ranchera,BAILANDO,2
Ranchera,PISTEANDO,2
Ranchera,MADRUGADA,2
Ranchera,AMANECIENDO,2
Ranchera,VAMOS,2
Ranchera,CAMA,3
Ranchera,SUS,5
Ranchera,UñAS,2
Ranchera,LARGAS,2
Ranchera,ARUñA,2
Ranchera,ESPALDA,2
Ranchera,DILEMA,2
Ranchera,PROBLEMA,2
Ranchera,SOSTENGO,2
Ranchera,POCO,2
Ranchera,CURSI,2
Ranchera,ACELERADO,2
Ranchera,áNGEL,4
Ranchera,DEMONIO,2
Ranchera,NOCHE,4
Ranchera,DECIDIR,2
Ranchera,MIREN,2
Ranchera,PLEBES,2
Ranchera,VERGüENZA,2
Ranchera,DECIR,4
Ranchera,LEGAL,2
Ranchera,HOLA,1
Ranchera,TAL,1
Ranchera,RECIBE,1
Ranchera,SERENATA,1
Ranchera,CANTO,1
Ranchera,VENTANA,1
Ranchera,CANCIONES,2
Ranchera,ESE,3
Ranchera,CUIDA,2
Ranchera,ESPADA,3
Ranchera,DETALLES,2
Ranchera,BONITAS,2
Ranchera,VALOR,2
Ranchera,SERé,2
Ranchera,PROTECTOR,2
Ranchera,SOY,9
Ranchera,TENTACIóN,1
Ranchera,SONSACA,1
Ranchera,CUERPO,1
Ranchera,MENTE,1
Ranchera,QUIERE,1
Ranchera,BESARTE,1
Ranchera,REPENTE,1
Ranchera,MORDERTE,1
Ranchera,LABIOS,1
Ranchera,QUITARTE,1
Ranchera,ROPA,1
Ranchera,MINUTOS,1
Ranchera,HACIENDO,3
Ranchera,HAGAS,2
Ranchera,CASO,2
Ranchera,MAL,3
Ranchera,PASEAR,2
Ranchera,TROCA,2
Ranchera,BLINDADA,2
Ranchera,MALECóN,2
Ranchera,CARAVANA,2
Ranchera,TOMANDO,2
Ranchera,SALGA,2
Ranchera,SOL,2
Ranchera,ESCúCHAME,3
Ranchera,LASTIMAR,1
Ranchera,VAGO,1
Ranchera,CREADO,1
Ranchera,SABE,1
Ranchera,ANGELITO,1
Ranchera,ENFADó,1
Ranchera,CURSILERíAS,1
Ranchera,ESTáN,1
Ranchera,MODA,1
Ranchera,CAMBIO,1
Ranchera,PISTOLA,1
Ranchera,VERSOS,1
Ranchera,UNAS,1
Ranchera,PASIóN,1
Ranchera,DOY,2
Ranchera,DIVERSIóN,1
Ranchera,CUáL,1
Ranchera,DECISIóN,1
Ranchera,GUSTARíA,1
Ranchera,TIENDA,1
Ranchera,MAñANA,1
Ranchera,SORPRENDERTE,1
Ranchera,INICIATIVA,1
Ranchera,VER,1
Ranchera,ALACENA,1
Ranchera,COMPLETA,2
Ranchera,SURTIDA,1
Ranchera,CONTENTO,2
Ranchera,SINCERO,2
Ranchera,DECIRTE,2
Ranchera,COMPA,2
Ranchera,MARCO,1
